Frame,x,y
0,0.281,0.89
1,0.308,0.834
2,0.293,0.877
3,0.24,0.89
4,0.27,0.933
5,0.274,0.865
6,0.289,0.834
7,0.289,0.834
8,0.285,0.859
9,0.3,0.84
10,0.327,0.779
11,0.357,0.706
12,0.392,0.595
13,0.411,0.429
14,0.411,0.429
15,0.426,0.337
16,0.441,0.264
17,0.46,0.196
18,0.475,0.153
19,0.483,0.11
20,0.498,0.049
21,0.502,0.049
22,0.517,0.012
23,0.529,0.0
24,0.521,0.037
25,0.521,0.055
26,0.536,0.08
27,0.54,0.19
28,0.544,0.374
29,0.578,0.46
30,0.597,0.552
31,0.608,0.663
32,0.608,0.767
33,0.677,0.859
34,0.692,0.908
35,0.692,0.908
36,0.692,0.982
37,0.669,1.0
38,0.654,0.975
39,0.54,0.859
40,0.582,0.822
41,0.582,0.822
42,0.525,0.718
43,0.46,0.687
44,0.445,0.583
45,0.384,0.558
46,0.361,0.417
47,0.278,0.356
48,0.224,0.313
49,0.171,0.27
50,0.125,0.252
51,0.068,0.227
52,0.0,0.27
53,0.004,0.221
54,0.0,0.215
55,0.0,0.245
56,0.0,0.27
57,0.114,0.239
58,0.186,0.245
59,0.278,0.245
60,0.369,0.258
61,0.452,0.264
62,0.54,0.307
63,0.62,0.356
64,0.726,0.331
65,0.81,0.35
66,0.871,0.38
67,0.913,0.393
68,0.97,0.411
69,0.97,0.411
70,1.0,0.429
71,0.996,0.429
72,0.992,0.423
73,0.924,0.429
74,0.856,0.442
75,0.749,0.491
76,0.749,0.491
77,0.422,0.613
78,0.433,0.669
79,0.513,0.607
80,0.414,0.693
81,0.361,0.73
82,0.293,0.791
83,0.243,0.785
84,0.198,0.822
85,0.068,0.748
86,0.125,0.828
87,0.152,0.798
88,0.042,0.748
89,0.042,0.699
90,0.038,0.718
91,0.148,0.767
92,0.144,0.736
93,0.156,0.712
94,0.133,0.724
95,0.137,0.767
96,0.125,0.736
97,0.213,0.73
98,0.194,0.718
99,0.141,0.724
