Frame,x,y
0,0.529,0.585
1,0.536,0.585
2,0.54,0.585
3,0.543,0.577
4,0.547,0.585
5,0.547,0.585
6,0.547,0.585
7,0.551,0.593
8,0.551,0.577
9,0.554,0.569
10,0.551,0.561
11,0.547,0.553
12,0.536,0.545
13,0.529,0.528
14,0.518,0.528
15,0.504,0.537
16,0.489,0.545
17,0.475,0.577
18,0.446,0.626
19,0.417,0.675
20,0.388,0.724
21,0.366,0.78
22,0.337,0.829
23,0.308,0.87
24,0.279,0.919
25,0.25,0.967
26,0.225,0.984
27,0.199,1.0
28,0.178,1.0
29,0.156,0.992
30,0.134,0.976
31,0.112,0.959
32,0.083,0.943
33,0.083,0.943
34,0.062,0.927
35,0.04,0.902
36,0.011,0.821
37,0.0,0.772
38,0.0,0.724
39,0.0,0.724
40,0.004,0.675
41,0.004,0.61
42,0.014,0.553
43,0.029,0.504
44,0.04,0.455
45,0.054,0.39
46,0.072,0.317
47,0.094,0.26
48,0.12,0.211
49,0.152,0.171
50,0.181,0.138
51,0.217,0.122
52,0.25,0.122
53,0.286,0.13
54,0.322,0.146
55,0.359,0.179
56,0.395,0.211
57,0.431,0.252
58,0.471,0.301
59,0.511,0.358
60,0.554,0.415
61,0.598,0.48
62,0.641,0.545
63,0.685,0.602
64,0.732,0.634
65,0.775,0.65
66,0.812,0.667
67,0.812,0.667
68,0.851,0.675
69,0.888,0.667
70,0.92,0.65
71,0.946,0.626
72,0.982,0.537
73,0.993,0.48
74,0.993,0.48
75,1.0,0.423
76,1.0,0.358
77,0.996,0.301
78,0.986,0.26
79,0.964,0.195
80,0.946,0.154
81,0.92,0.122
82,0.906,0.081
83,0.888,0.049
84,0.866,0.041
85,0.848,0.016
86,0.826,0.0
87,0.804,0.0
88,0.775,0.0
89,0.754,0.008
90,0.725,0.024
91,0.703,0.049
92,0.681,0.073
93,0.659,0.098
94,0.645,0.13
95,0.645,0.13
96,0.62,0.195
97,0.601,0.236
98,0.591,0.285
99,0.58,0.325
