Frame,x,y
0,0.007,0.196
1,0.007,0.192
2,0.007,0.183
3,0.007,0.183
4,0.005,0.179
5,0.009,0.179
6,0.018,0.174
7,0.025,0.174
8,0.03,0.174
9,0.032,0.183
10,0.03,0.205
11,0.025,0.241
12,0.018,0.286
13,0.016,0.33
14,0.014,0.366
15,0.011,0.429
16,0.007,0.513
17,0.007,0.585
18,0.005,0.647
19,0.002,0.705
20,0.0,0.759
21,0.005,0.826
22,0.002,0.871
23,0.002,0.906
24,0.002,0.955
25,0.014,0.991
26,0.025,1.0
27,0.043,1.0
28,0.059,0.996
29,0.077,0.991
30,0.093,0.969
31,0.116,0.929
32,0.137,0.893
33,0.157,0.853
34,0.173,0.795
35,0.196,0.746
36,0.214,0.688
37,0.228,0.625
38,0.241,0.567
39,0.257,0.5
40,0.271,0.442
41,0.28,0.406
42,0.292,0.371
43,0.301,0.339
44,0.31,0.321
45,0.321,0.308
46,0.333,0.299
47,0.339,0.304
48,0.349,0.312
49,0.367,0.33
50,0.376,0.357
51,0.39,0.384
52,0.399,0.406
53,0.408,0.438
54,0.417,0.473
55,0.426,0.504
56,0.435,0.536
57,0.444,0.571
58,0.453,0.616
59,0.46,0.665
60,0.472,0.688
61,0.483,0.71
62,0.492,0.728
63,0.499,0.746
64,0.51,0.763
65,0.517,0.786
66,0.524,0.808
67,0.538,0.812
68,0.556,0.817
69,0.572,0.812
70,0.59,0.804
71,0.613,0.79
72,0.638,0.763
73,0.661,0.728
74,0.683,0.688
75,0.706,0.638
76,0.722,0.589
77,0.731,0.554
78,0.743,0.513
79,0.756,0.46
80,0.77,0.397
81,0.786,0.344
82,0.804,0.29
83,0.822,0.237
84,0.843,0.196
85,0.863,0.152
86,0.884,0.103
87,0.904,0.071
88,0.923,0.045
89,0.934,0.018
90,0.945,0.009
91,0.954,0.009
92,0.964,0.009
93,0.979,0.004
94,0.991,0.0
95,0.995,0.004
96,0.998,0.009
97,1.0,0.013
98,1.0,0.018
99,0.993,0.027
