Frame,x,y
0,0.017,0.0
1,0.016,0.013
2,0.016,0.02
3,0.014,0.026
4,0.008,0.02
5,0.012,0.033
6,0.01,0.039
7,0.01,0.059
8,0.008,0.072
9,0.006,0.105
10,0.008,0.144
11,0.004,0.19
12,0.0,0.242
13,0.002,0.314
14,0.006,0.373
15,0.01,0.425
16,0.014,0.477
17,0.012,0.536
18,0.014,0.588
19,0.016,0.654
20,0.021,0.712
21,0.029,0.758
22,0.035,0.804
23,0.041,0.856
24,0.047,0.902
25,0.056,0.935
26,0.064,0.954
27,0.078,0.967
28,0.089,0.967
29,0.103,0.948
30,0.113,0.902
31,0.126,0.85
32,0.136,0.804
33,0.142,0.758
34,0.15,0.712
35,0.157,0.673
36,0.167,0.627
37,0.175,0.569
38,0.188,0.503
39,0.204,0.444
40,0.214,0.379
41,0.231,0.314
42,0.252,0.229
43,0.268,0.163
44,0.283,0.111
45,0.295,0.065
46,0.303,0.046
47,0.317,0.039
48,0.336,0.039
49,0.351,0.052
50,0.363,0.078
51,0.373,0.131
52,0.381,0.196
53,0.386,0.255
54,0.396,0.32
55,0.404,0.399
56,0.408,0.477
57,0.414,0.549
58,0.421,0.621
59,0.433,0.699
60,0.445,0.758
61,0.46,0.81
62,0.476,0.863
63,0.493,0.922
64,0.505,0.961
65,0.515,0.987
66,0.524,1.0
67,0.538,0.993
68,0.55,0.954
69,0.559,0.895
70,0.569,0.837
71,0.579,0.778
72,0.594,0.706
73,0.612,0.634
74,0.631,0.575
75,0.652,0.51
76,0.674,0.444
77,0.695,0.379
78,0.717,0.327
79,0.742,0.268
80,0.765,0.222
81,0.79,0.176
82,0.816,0.137
83,0.837,0.105
84,0.856,0.072
85,0.874,0.039
86,0.891,0.02
87,0.909,0.013
88,0.926,0.007
89,0.94,0.007
90,0.953,0.039
91,0.959,0.013
92,0.967,0.007
93,0.977,0.013
94,0.984,0.033
95,0.99,0.059
96,0.996,0.065
97,0.996,0.039
98,0.998,0.059
99,1.0,0.039
