Frame,x,y
0,0.034,0.463
1,0.0,0.446
2,0.023,0.439
3,0.034,0.46
4,0.034,0.463
5,0.045,0.46
6,0.045,0.46
7,0.04,0.474
8,0.051,0.481
9,0.062,0.519
10,0.085,0.564
11,0.136,0.61
12,0.136,0.61
13,0.182,0.659
14,0.239,0.711
15,0.233,0.767
16,0.301,0.798
17,0.312,0.892
18,0.33,0.948
19,0.352,0.983
20,0.364,1.0
21,0.398,1.0
22,0.42,0.983
23,0.449,0.948
24,0.506,0.92
25,0.557,0.861
26,0.619,0.791
27,0.659,0.763
28,0.75,0.69
29,0.79,0.627
30,0.858,0.585
31,0.881,0.54
32,0.932,0.495
33,0.943,0.449
34,0.932,0.422
35,0.943,0.387
36,0.938,0.366
37,0.92,0.352
38,0.898,0.345
39,0.841,0.355
40,0.841,0.355
41,0.778,0.362
42,0.688,0.373
43,0.608,0.39
44,0.494,0.408
45,0.29,0.425
46,0.222,0.432
47,0.222,0.432
48,0.108,0.425
49,0.085,0.453
50,0.062,0.463
51,0.051,0.46
52,0.04,0.456
53,0.028,0.449
54,0.011,0.432
55,0.011,0.446
56,0.0,0.436
57,0.006,0.397
58,0.062,0.38
59,0.097,0.334
60,0.153,0.275
61,0.222,0.209
62,0.278,0.153
63,0.335,0.105
64,0.392,0.063
65,0.432,0.042
66,0.455,0.035
67,0.477,0.021
68,0.477,0.021
69,0.517,0.003
70,0.523,0.0
71,0.54,0.014
72,0.557,0.031
73,0.591,0.052
74,0.591,0.052
75,0.636,0.07
76,0.676,0.098
77,0.722,0.125
78,0.773,0.157
79,0.812,0.199
80,0.83,0.247
81,0.869,0.289
82,0.903,0.321
83,0.915,0.341
84,0.915,0.362
85,0.932,0.352
86,0.892,0.408
87,0.949,0.373
88,0.955,0.373
89,0.966,0.376
90,0.972,0.383
91,0.977,0.387
92,0.972,0.397
93,0.983,0.383
94,0.972,0.38
95,0.977,0.38
96,0.983,0.373
97,0.983,0.376
98,0.994,0.369
99,1.0,0.352
