Frame,x,y
0,0.399,0.94
1,0.404,0.946
2,0.399,0.952
3,0.394,0.952
4,0.388,0.952
5,0.388,0.958
6,0.383,0.958
7,0.378,0.958
8,0.372,0.964
9,0.372,0.97
10,0.378,0.97
11,0.383,0.976
12,0.383,0.982
13,0.394,0.988
14,0.42,0.994
15,0.447,1.0
16,0.495,0.994
17,0.548,0.988
18,0.59,0.976
19,0.633,0.958
20,0.681,0.946
21,0.729,0.928
22,0.766,0.892
23,0.809,0.868
24,0.862,0.832
25,0.862,0.832
26,0.91,0.814
27,0.947,0.772
28,0.995,0.611
29,1.0,0.539
30,0.989,0.461
31,0.973,0.389
32,0.973,0.389
33,0.957,0.323
34,0.931,0.263
35,0.915,0.222
36,0.883,0.186
37,0.835,0.132
38,0.787,0.09
39,0.739,0.036
40,0.697,0.012
41,0.644,0.0
42,0.59,0.0
43,0.537,0.018
44,0.484,0.03
45,0.426,0.054
46,0.372,0.078
47,0.319,0.108
48,0.255,0.138
49,0.191,0.186
50,0.128,0.251
51,0.069,0.329
52,0.027,0.383
53,0.0,0.443
54,0.0,0.509
55,0.021,0.581
56,0.064,0.641
57,0.117,0.695
58,0.17,0.749
59,0.17,0.749
60,0.229,0.796
61,0.287,0.838
62,0.356,0.868
63,0.431,0.88
64,0.574,0.85
65,0.617,0.832
66,0.617,0.832
67,0.665,0.814
68,0.734,0.778
69,0.798,0.749
70,0.814,0.707
71,0.814,0.635
72,0.787,0.539
73,0.755,0.449
74,0.723,0.377
75,0.691,0.323
76,0.654,0.269
77,0.612,0.228
78,0.559,0.198
79,0.511,0.186
80,0.463,0.198
81,0.42,0.21
82,0.388,0.228
83,0.362,0.246
84,0.335,0.281
85,0.314,0.329
86,0.293,0.389
87,0.293,0.389
88,0.293,0.497
89,0.303,0.557
90,0.314,0.605
91,0.335,0.647
92,0.351,0.683
93,0.367,0.701
94,0.367,0.701
95,0.383,0.713
96,0.41,0.725
97,0.431,0.725
98,0.447,0.731
99,0.457,0.731
