Frame,x,y
0,0.978,0.502
1,0.978,0.502
2,0.978,0.494
3,0.978,0.498
4,0.983,0.498
5,0.983,0.494
6,0.978,0.49
7,0.983,0.486
8,0.983,0.486
9,0.987,0.473
10,0.996,0.453
11,1.0,0.429
12,0.996,0.4
13,0.996,0.371
14,0.983,0.314
15,0.983,0.314
16,0.97,0.278
17,0.944,0.253
18,0.918,0.22
19,0.892,0.184
20,0.858,0.151
21,0.819,0.122
22,0.767,0.09
23,0.664,0.033
24,0.612,0.012
25,0.556,0.004
26,0.496,0.0
27,0.444,0.004
28,0.388,0.016
29,0.332,0.033
30,0.276,0.057
31,0.224,0.09
32,0.177,0.151
33,0.129,0.2
34,0.082,0.249
35,0.082,0.249
36,0.043,0.29
37,0.004,0.384
38,0.0,0.437
39,0.0,0.482
40,0.013,0.535
41,0.013,0.535
42,0.026,0.596
43,0.043,0.657
44,0.065,0.71
45,0.082,0.747
46,0.116,0.788
47,0.155,0.837
48,0.19,0.865
49,0.228,0.91
50,0.259,0.935
51,0.293,0.959
52,0.341,0.98
53,0.388,0.996
54,0.435,1.0
55,0.483,0.992
56,0.526,0.98
57,0.573,0.959
58,0.616,0.939
59,0.668,0.902
60,0.711,0.861
61,0.741,0.824
62,0.759,0.776
63,0.776,0.71
64,0.776,0.657
65,0.78,0.608
66,0.793,0.547
67,0.797,0.486
68,0.802,0.433
69,0.802,0.433
70,0.797,0.392
71,0.78,0.363
72,0.759,0.335
73,0.685,0.286
74,0.651,0.269
75,0.612,0.261
76,0.612,0.261
77,0.569,0.257
78,0.526,0.269
79,0.483,0.278
80,0.444,0.286
81,0.405,0.29
82,0.379,0.314
83,0.353,0.327
84,0.332,0.347
85,0.315,0.392
86,0.306,0.416
87,0.306,0.453
88,0.31,0.49
89,0.323,0.535
90,0.349,0.58
91,0.379,0.624
92,0.405,0.661
93,0.431,0.694
94,0.453,0.722
95,0.474,0.735
96,0.5,0.739
97,0.526,0.739
98,0.534,0.727
99,0.547,0.718
