Frame,x,y
0,0.884,0.781
1,0.88,0.781
2,0.88,0.781
3,0.884,0.786
4,0.888,0.781
5,0.888,0.786
6,0.888,0.795
7,0.888,0.795
8,0.892,0.795
9,0.896,0.79
10,0.896,0.79
11,0.896,0.79
12,0.896,0.79
13,0.9,0.795
14,0.913,0.777
15,0.917,0.772
16,0.925,0.754
17,0.946,0.705
18,0.971,0.656
19,0.971,0.656
20,0.988,0.612
21,0.996,0.576
22,1.0,0.531
23,1.0,0.487
24,0.988,0.433
25,0.979,0.384
26,0.967,0.33
27,0.946,0.277
28,0.921,0.232
29,0.888,0.188
30,0.855,0.143
31,0.813,0.103
32,0.768,0.067
33,0.718,0.031
34,0.672,0.013
35,0.627,0.004
36,0.585,0.0
37,0.548,0.0
38,0.515,0.004
39,0.473,0.013
40,0.427,0.027
41,0.378,0.045
42,0.315,0.054
43,0.257,0.089
44,0.195,0.121
45,0.133,0.17
46,0.079,0.223
47,0.079,0.223
48,0.037,0.29
49,0.012,0.348
50,0.0,0.487
51,0.0,0.545
52,0.004,0.603
53,0.004,0.603
54,0.021,0.661
55,0.033,0.719
56,0.054,0.777
57,0.095,0.821
58,0.137,0.857
59,0.187,0.888
60,0.237,0.929
61,0.282,0.96
62,0.32,0.982
63,0.365,0.991
64,0.415,1.0
65,0.469,1.0
66,0.523,0.982
67,0.56,0.964
68,0.602,0.933
69,0.643,0.906
70,0.68,0.875
71,0.714,0.844
72,0.73,0.79
73,0.734,0.723
74,0.739,0.661
75,0.739,0.612
76,0.739,0.571
77,0.739,0.536
78,0.726,0.5
79,0.71,0.464
80,0.676,0.424
81,0.676,0.424
82,0.647,0.379
83,0.614,0.348
84,0.577,0.33
85,0.531,0.321
86,0.436,0.33
87,0.386,0.344
88,0.386,0.344
89,0.34,0.371
90,0.299,0.406
91,0.274,0.442
92,0.253,0.487
93,0.245,0.549
94,0.245,0.629
95,0.237,0.714
96,0.249,0.768
97,0.274,0.799
98,0.303,0.826
99,0.332,0.848
