Frame,x,y
0,0.908,0.588
1,0.908,0.601
2,0.913,0.605
3,0.913,0.613
4,0.913,0.626
5,0.917,0.63
6,0.917,0.634
7,0.921,0.634
8,0.926,0.634
9,0.93,0.634
10,0.93,0.638
11,0.934,0.638
12,0.943,0.634
13,0.948,0.634
14,0.952,0.626
15,0.965,0.609
16,0.978,0.588
17,0.978,0.588
18,0.996,0.527
19,1.0,0.494
20,1.0,0.457
21,1.0,0.416
22,0.987,0.374
23,0.987,0.329
24,0.987,0.329
25,0.974,0.284
26,0.956,0.243
27,0.921,0.198
28,0.9,0.16
29,0.869,0.128
30,0.834,0.095
31,0.795,0.066
32,0.755,0.037
33,0.703,0.021
34,0.651,0.004
35,0.59,0.004
36,0.537,0.0
37,0.489,0.004
38,0.437,0.012
39,0.384,0.029
40,0.328,0.037
41,0.271,0.066
42,0.201,0.111
43,0.14,0.156
44,0.087,0.198
45,0.048,0.239
46,0.026,0.28
47,0.022,0.342
48,0.022,0.399
49,0.022,0.465
50,0.009,0.539
51,0.0,0.63
52,0.0,0.63
53,0.017,0.695
54,0.044,0.745
55,0.114,0.819
56,0.162,0.868
57,0.21,0.914
58,0.21,0.914
59,0.271,0.947
60,0.336,0.963
61,0.424,0.984
62,0.493,0.992
63,0.559,1.0
64,0.616,0.988
65,0.668,0.963
66,0.725,0.938
67,0.764,0.897
68,0.795,0.844
69,0.812,0.786
70,0.834,0.728
71,0.856,0.667
72,0.86,0.593
73,0.856,0.514
74,0.838,0.461
75,0.817,0.403
76,0.795,0.358
77,0.76,0.313
78,0.712,0.276
79,0.672,0.239
80,0.629,0.218
81,0.581,0.21
82,0.537,0.222
83,0.485,0.247
84,0.437,0.276
85,0.393,0.305
86,0.393,0.305
87,0.349,0.337
88,0.31,0.383
89,0.288,0.428
90,0.301,0.543
91,0.328,0.609
92,0.349,0.663
93,0.349,0.663
94,0.367,0.708
95,0.393,0.741
96,0.437,0.765
97,0.48,0.782
98,0.52,0.786
99,0.555,0.778
