Frame,x,y
0,0.976,0.572
1,0.976,0.568
2,0.98,0.579
3,0.976,0.579
4,0.976,0.576
5,0.976,0.579
6,0.976,0.579
7,0.98,0.579
8,0.98,0.579
9,0.98,0.583
10,0.984,0.579
11,0.984,0.572
12,0.988,0.568
13,0.996,0.547
14,1.0,0.518
15,1.0,0.486
16,0.996,0.45
17,0.996,0.414
18,0.988,0.378
19,0.98,0.338
20,0.964,0.288
21,0.948,0.245
22,0.931,0.205
23,0.915,0.169
24,0.895,0.14
25,0.875,0.115
26,0.859,0.097
27,0.859,0.097
28,0.835,0.072
29,0.754,0.036
30,0.71,0.018
31,0.657,0.0
32,0.605,0.011
33,0.548,0.025
34,0.548,0.025
35,0.5,0.043
36,0.456,0.061
37,0.415,0.072
38,0.375,0.101
39,0.327,0.122
40,0.278,0.165
41,0.222,0.216
42,0.169,0.27
43,0.121,0.338
44,0.089,0.396
45,0.06,0.442
46,0.04,0.496
47,0.028,0.543
48,0.012,0.594
49,0.004,0.644
50,0.0,0.687
51,0.004,0.723
52,0.016,0.766
53,0.036,0.809
54,0.065,0.845
55,0.101,0.881
56,0.133,0.914
57,0.161,0.935
58,0.202,0.953
59,0.254,0.975
60,0.294,0.993
61,0.339,1.0
62,0.339,1.0
63,0.379,1.0
64,0.411,0.993
65,0.48,0.978
66,0.52,0.964
67,0.56,0.95
68,0.56,0.95
69,0.593,0.932
70,0.629,0.91
71,0.661,0.885
72,0.698,0.86
73,0.73,0.824
74,0.77,0.788
75,0.794,0.755
76,0.819,0.712
77,0.835,0.658
78,0.843,0.594
79,0.851,0.532
80,0.851,0.464
81,0.835,0.399
82,0.81,0.342
83,0.782,0.299
84,0.754,0.263
85,0.734,0.234
86,0.714,0.227
87,0.69,0.23
88,0.657,0.245
89,0.629,0.259
90,0.593,0.273
91,0.56,0.291
92,0.52,0.309
93,0.476,0.338
94,0.44,0.378
95,0.399,0.406
96,0.399,0.406
97,0.367,0.446
98,0.339,0.489
99,0.31,0.54
