Frame,x,y
0,0.531,0.982
1,0.514,0.976
2,0.503,0.976
3,0.497,0.982
4,0.491,0.982
5,0.486,0.982
6,0.486,0.988
7,0.491,0.982
8,0.497,0.988
9,0.503,0.994
10,0.509,0.988
11,0.526,0.994
12,0.543,0.994
13,0.571,0.994
14,0.594,1.0
15,0.623,0.994
16,0.646,0.994
17,0.663,0.982
18,0.691,0.982
19,0.714,0.982
20,0.737,0.958
21,0.771,0.946
22,0.817,0.911
23,0.857,0.881
24,0.886,0.851
25,0.914,0.827
26,0.954,0.78
27,0.954,0.78
28,0.983,0.726
29,1.0,0.673
30,1.0,0.601
31,0.989,0.524
32,0.971,0.44
33,0.931,0.268
34,0.931,0.268
35,0.886,0.202
36,0.829,0.143
37,0.766,0.095
38,0.697,0.048
39,0.646,0.024
40,0.606,0.012
41,0.566,0.0
42,0.52,0.012
43,0.463,0.024
44,0.411,0.048
45,0.343,0.083
46,0.286,0.113
47,0.217,0.149
48,0.16,0.208
49,0.126,0.274
50,0.086,0.321
51,0.051,0.357
52,0.023,0.417
53,0.006,0.476
54,0.0,0.536
55,0.0,0.536
56,0.011,0.601
57,0.074,0.708
58,0.109,0.762
59,0.143,0.81
60,0.177,0.833
61,0.211,0.851
62,0.211,0.851
63,0.257,0.857
64,0.303,0.869
65,0.349,0.881
66,0.4,0.899
67,0.429,0.899
68,0.463,0.899
69,0.503,0.887
70,0.531,0.881
71,0.571,0.863
72,0.611,0.845
73,0.646,0.821
74,0.674,0.804
75,0.703,0.774
76,0.737,0.744
77,0.754,0.702
78,0.777,0.661
79,0.789,0.625
80,0.766,0.577
81,0.737,0.542
82,0.709,0.506
83,0.686,0.464
84,0.657,0.417
85,0.629,0.369
86,0.6,0.351
87,0.571,0.333
88,0.549,0.339
89,0.549,0.339
90,0.514,0.321
91,0.486,0.315
92,0.457,0.315
93,0.417,0.339
94,0.394,0.357
95,0.377,0.381
96,0.377,0.381
97,0.354,0.423
98,0.337,0.452
99,0.337,0.47
