Frame,x,y
0,0.314,0.927
1,0.32,0.927
2,0.314,0.938
3,0.314,0.938
4,0.314,0.927
5,0.325,0.938
6,0.325,0.944
7,0.33,0.944
8,0.33,0.944
9,0.33,0.949
10,0.335,0.955
11,0.356,0.961
12,0.387,0.983
13,0.459,1.0
14,0.495,0.983
15,0.495,0.983
16,0.546,0.989
17,0.603,1.0
18,0.649,0.994
19,0.691,0.983
20,0.732,0.961
21,0.773,0.933
22,0.814,0.921
23,0.851,0.904
24,0.881,0.871
25,0.923,0.843
26,0.954,0.803
27,0.979,0.753
28,0.99,0.702
29,0.995,0.64
30,1.0,0.573
31,0.995,0.511
32,0.985,0.455
33,0.964,0.388
34,0.948,0.326
35,0.918,0.258
36,0.918,0.258
37,0.851,0.146
38,0.83,0.101
39,0.809,0.073
40,0.789,0.056
41,0.763,0.039
42,0.742,0.022
43,0.742,0.022
44,0.716,0.011
45,0.675,0.0
46,0.613,0.011
47,0.536,0.011
48,0.469,0.022
49,0.418,0.039
50,0.366,0.056
51,0.294,0.079
52,0.227,0.118
53,0.165,0.146
54,0.119,0.174
55,0.088,0.208
56,0.067,0.236
57,0.052,0.275
58,0.031,0.315
59,0.005,0.354
60,0.0,0.399
61,0.0,0.427
62,0.005,0.461
63,0.021,0.5
64,0.057,0.545
65,0.098,0.59
66,0.129,0.64
67,0.149,0.674
68,0.186,0.697
69,0.247,0.73
70,0.304,0.758
71,0.304,0.758
72,0.351,0.775
73,0.438,0.787
74,0.5,0.781
75,0.546,0.764
76,0.593,0.747
77,0.593,0.747
78,0.629,0.725
79,0.655,0.691
80,0.691,0.64
81,0.727,0.601
82,0.763,0.573
83,0.784,0.551
84,0.789,0.511
85,0.794,0.466
86,0.784,0.421
87,0.758,0.388
88,0.722,0.365
89,0.686,0.337
90,0.644,0.32
91,0.608,0.303
92,0.582,0.303
93,0.541,0.315
94,0.505,0.337
95,0.459,0.348
96,0.418,0.376
97,0.387,0.404
98,0.366,0.427
99,0.351,0.455
