Frame,x,y
0,0.167,0.983
1,0.167,0.99
2,0.167,0.997
3,0.167,0.997
4,0.222,1.0
5,0.222,0.997
6,0.222,1.0
7,0.222,0.997
8,0.222,0.993
9,0.278,0.993
10,0.167,0.99
11,0.167,0.986
12,0.167,0.99
13,0.222,0.99
14,0.167,0.983
15,0.167,0.986
16,0.167,0.993
17,0.0,0.983
18,0.0,0.973
19,0.167,0.966
20,0.111,0.949
21,0.111,0.935
22,0.111,0.922
23,0.278,0.915
24,0.278,0.915
25,0.222,0.908
26,0.333,0.877
27,0.333,0.867
28,0.444,0.857
29,0.444,0.853
30,0.389,0.846
31,0.389,0.846
32,0.389,0.836
33,0.389,0.826
34,0.389,0.809
35,0.389,0.795
36,0.444,0.778
37,0.5,0.761
38,0.556,0.744
39,0.611,0.724
40,0.667,0.703
41,0.722,0.683
42,0.722,0.662
43,0.833,0.642
44,0.833,0.628
45,0.889,0.614
46,0.944,0.601
47,1.0,0.584
48,1.0,0.567
49,0.944,0.549
50,0.944,0.529
51,0.889,0.512
52,0.889,0.495
53,0.833,0.478
54,0.889,0.461
55,0.833,0.451
56,0.833,0.433
57,0.778,0.416
58,0.722,0.399
59,0.722,0.399
60,0.667,0.389
61,0.722,0.375
62,0.778,0.341
63,0.722,0.328
64,0.667,0.324
65,0.667,0.324
66,0.667,0.311
67,0.667,0.297
68,0.722,0.287
69,0.611,0.283
70,0.667,0.273
71,0.722,0.256
72,0.722,0.239
73,0.778,0.232
74,0.778,0.225
75,0.722,0.212
76,0.833,0.198
77,0.833,0.184
78,0.722,0.174
79,0.778,0.167
80,0.722,0.154
81,0.667,0.133
82,0.722,0.123
83,0.667,0.116
84,0.611,0.113
85,0.556,0.106
86,0.611,0.096
87,0.5,0.089
88,0.5,0.078
89,0.556,0.075
90,0.611,0.068
91,0.556,0.058
92,0.556,0.048
93,0.556,0.048
94,0.667,0.044
95,0.611,0.041
96,0.5,0.031
97,0.5,0.024
98,0.611,0.007
99,0.611,0.0
