Frame,x,y
0,0.13,0.0
1,0.13,0.003
2,0.174,0.003
3,0.217,0.003
4,0.217,0.0
5,0.087,0.0
6,0.087,0.0
7,0.087,0.003
8,0.13,0.006
9,0.13,0.006
10,0.087,0.006
11,0.13,0.006
12,0.174,0.006
13,0.174,0.006
14,0.217,0.006
15,0.217,0.009
16,0.261,0.009
17,0.217,0.013
18,0.174,0.016
19,0.0,0.032
20,0.0,0.032
21,0.043,0.041
22,0.043,0.044
23,0.174,0.051
24,0.13,0.06
25,0.13,0.076
26,0.217,0.085
27,0.217,0.098
28,0.261,0.114
29,0.217,0.127
30,0.261,0.139
31,0.261,0.152
32,0.13,0.168
33,0.217,0.177
34,0.13,0.19
35,0.261,0.199
36,0.304,0.212
37,0.261,0.231
38,0.391,0.247
39,0.348,0.263
40,0.304,0.278
41,0.304,0.278
42,0.391,0.294
43,0.522,0.316
44,0.522,0.329
45,0.565,0.339
46,0.522,0.354
47,0.522,0.354
48,0.609,0.37
49,0.565,0.383
50,0.609,0.392
51,0.609,0.405
52,0.696,0.418
53,0.739,0.427
54,0.696,0.44
55,0.696,0.456
56,0.696,0.468
57,0.652,0.484
58,0.783,0.497
59,0.87,0.506
60,0.913,0.522
61,0.957,0.538
62,1.0,0.554
63,1.0,0.57
64,1.0,0.585
65,1.0,0.598
66,1.0,0.614
67,0.957,0.627
68,0.957,0.642
69,0.957,0.658
70,0.957,0.671
71,0.913,0.684
72,0.913,0.696
73,0.913,0.709
74,0.913,0.722
75,0.913,0.722
76,0.913,0.737
77,0.87,0.75
78,0.87,0.766
79,0.957,0.791
80,1.0,0.801
81,0.957,0.813
82,0.957,0.813
83,0.957,0.829
84,0.913,0.848
85,0.913,0.858
86,0.87,0.867
87,0.87,0.877
88,0.87,0.889
89,0.87,0.899
90,0.826,0.915
91,0.739,0.927
92,0.783,0.94
93,0.739,0.953
94,0.783,0.962
95,0.783,0.965
96,0.826,0.978
97,0.87,0.987
98,0.87,0.994
99,0.913,1.0
