Frame,x,y
0,0.381,0.0
1,0.286,0.003
2,0.333,0.003
3,0.333,0.003
4,0.333,0.0
5,0.381,0.003
6,0.429,0.0
7,0.381,0.005
8,0.286,0.008
9,0.286,0.008
10,0.286,0.011
11,0.286,0.014
12,0.333,0.014
13,0.238,0.019
14,0.286,0.016
15,0.19,0.022
16,0.238,0.022
17,0.19,0.033
18,0.19,0.044
19,0.095,0.054
20,0.143,0.065
21,0.143,0.082
22,0.19,0.093
23,0.095,0.106
24,0.143,0.117
25,0.143,0.117
26,0.143,0.128
27,0.048,0.144
28,0.143,0.155
29,0.238,0.183
30,0.19,0.193
31,0.19,0.199
32,0.19,0.199
33,0.095,0.215
34,0.095,0.229
35,0.143,0.243
36,0.048,0.262
37,0.095,0.278
38,0.095,0.3
39,0.19,0.313
40,0.19,0.332
41,0.143,0.351
42,0.143,0.371
43,0.095,0.39
44,0.095,0.403
45,0.143,0.417
46,0.143,0.433
47,0.095,0.447
48,0.143,0.463
49,0.095,0.477
50,0.095,0.496
51,0.095,0.515
52,0.048,0.534
53,0.095,0.553
54,0.0,0.575
55,0.048,0.591
56,0.048,0.61
57,0.095,0.627
58,0.143,0.643
59,0.286,0.662
60,0.286,0.662
61,0.333,0.678
62,0.476,0.7
63,0.524,0.717
64,0.524,0.728
65,0.571,0.76
66,0.571,0.777
67,0.571,0.777
68,0.571,0.79
69,0.619,0.798
70,0.524,0.815
71,0.524,0.826
72,0.524,0.837
73,0.571,0.847
74,0.667,0.856
75,0.762,0.869
76,0.762,0.883
77,0.762,0.899
78,0.81,0.913
79,0.762,0.929
80,0.857,0.94
81,0.905,0.948
82,1.0,0.959
83,1.0,0.965
84,1.0,0.973
85,1.0,0.978
86,1.0,0.984
87,1.0,0.984
88,1.0,0.986
89,1.0,0.989
90,0.952,0.989
91,0.952,0.989
92,0.952,0.989
93,0.952,0.992
94,0.952,0.992
95,1.0,0.989
96,0.952,0.986
97,0.952,0.992
98,0.905,0.997
99,0.952,1.0
