Frame,x,y
0,1.0,0.0
1,0.951,0.003
2,0.976,0.003
3,0.927,0.003
4,0.951,0.003
5,0.951,0.003
6,0.927,0.007
7,0.927,0.003
8,0.927,0.003
9,0.951,0.0
10,0.927,0.007
11,0.927,0.007
12,0.927,0.007
13,0.902,0.01
14,0.902,0.01
15,0.902,0.01
16,0.902,0.017
17,0.902,0.02
18,0.927,0.017
19,0.902,0.024
20,0.927,0.027
21,0.927,0.034
22,0.854,0.041
23,0.878,0.051
24,0.854,0.064
25,0.756,0.075
26,0.78,0.081
27,0.756,0.081
28,0.756,0.088
29,0.732,0.102
30,0.707,0.112
31,0.756,0.115
32,0.707,0.122
33,0.707,0.122
34,0.805,0.136
35,0.732,0.156
36,0.683,0.163
37,0.683,0.169
38,0.707,0.18
39,0.683,0.183
40,0.683,0.183
41,0.707,0.19
42,0.659,0.203
43,0.659,0.207
44,0.683,0.214
45,0.659,0.22
46,0.61,0.234
47,0.659,0.247
48,0.585,0.261
49,0.634,0.278
50,0.585,0.295
51,0.585,0.305
52,0.585,0.319
53,0.561,0.329
54,0.561,0.342
55,0.537,0.356
56,0.512,0.369
57,0.512,0.383
58,0.488,0.397
59,0.488,0.407
60,0.463,0.424
61,0.439,0.451
62,0.415,0.471
63,0.39,0.492
64,0.366,0.515
65,0.341,0.542
66,0.293,0.569
67,0.293,0.593
68,0.293,0.593
69,0.268,0.624
70,0.22,0.651
71,0.171,0.692
72,0.146,0.708
73,0.122,0.725
74,0.122,0.725
75,0.122,0.739
76,0.098,0.753
77,0.098,0.766
78,0.098,0.78
79,0.073,0.797
80,0.073,0.82
81,0.073,0.841
82,0.073,0.854
83,0.073,0.868
84,0.073,0.885
85,0.073,0.902
86,0.049,0.915
87,0.024,0.929
88,0.049,0.946
89,0.024,0.959
90,0.024,0.969
91,0.024,0.973
92,0.0,0.976
93,0.024,0.983
94,0.0,0.986
95,0.024,0.99
96,0.0,0.993
97,0.0,0.997
98,0.0,1.0
99,0.0,1.0
