Frame,x,y
0,0.143,0.008
1,0.143,0.012
2,0.143,0.004
3,0.095,0.008
4,0.095,0.0
5,0.048,0.008
6,0.095,0.008
7,0.095,0.008
8,0.095,0.012
9,0.048,0.02
10,0.0,0.02
11,0.095,0.02
12,0.095,0.02
13,0.095,0.024
14,0.095,0.024
15,0.095,0.012
16,0.095,0.012
17,0.19,0.012
18,0.143,0.012
19,0.19,0.016
20,0.19,0.024
21,0.19,0.037
22,0.19,0.045
23,0.286,0.049
24,0.333,0.061
25,0.286,0.073
26,0.333,0.073
27,0.333,0.089
28,0.286,0.093
29,0.333,0.11
30,0.333,0.126
31,0.286,0.13
32,0.333,0.142
33,0.381,0.159
34,0.429,0.171
35,0.429,0.179
36,0.524,0.187
37,0.429,0.191
38,0.524,0.207
39,0.524,0.224
40,0.524,0.228
41,0.524,0.248
42,0.524,0.248
43,0.476,0.26
44,0.476,0.268
45,0.476,0.28
46,0.524,0.289
47,0.619,0.309
48,0.571,0.321
49,0.571,0.321
50,0.571,0.329
51,0.619,0.346
52,0.714,0.354
53,0.714,0.366
54,0.714,0.378
55,0.714,0.39
56,0.667,0.402
57,0.762,0.419
58,0.714,0.431
59,0.762,0.443
60,0.81,0.455
61,0.81,0.467
62,0.81,0.48
63,0.762,0.496
64,0.81,0.512
65,0.762,0.528
66,0.81,0.541
67,0.81,0.549
68,0.81,0.553
69,0.857,0.561
70,0.857,0.561
71,0.857,0.581
72,0.857,0.598
73,0.857,0.618
74,0.81,0.63
75,0.81,0.646
76,0.81,0.646
77,0.81,0.663
78,0.857,0.675
79,0.857,0.691
80,0.905,0.703
81,0.857,0.724
82,0.905,0.744
83,0.905,0.756
84,0.952,0.76
85,0.952,0.772
86,1.0,0.789
87,0.952,0.801
88,0.905,0.821
89,0.952,0.837
90,0.905,0.85
91,0.905,0.866
92,0.905,0.878
93,0.857,0.894
94,0.857,0.911
95,0.857,0.927
96,0.857,0.943
97,0.905,0.967
98,0.857,0.984
99,0.81,1.0
