Frame,x,y
0,0.986,0.988
1,0.986,0.988
2,0.989,0.982
3,0.989,0.994
4,0.996,0.988
5,1.0,0.988
6,0.993,0.988
7,0.996,0.988
8,0.996,0.988
9,0.996,0.994
10,0.996,0.994
11,0.993,0.988
12,0.993,0.994
13,0.993,0.994
14,0.993,0.988
15,0.982,0.988
16,0.971,0.994
17,0.964,0.994
18,0.942,1.0
19,0.913,0.994
20,0.881,0.982
21,0.859,0.976
22,0.859,0.976
23,0.841,0.982
24,0.827,0.982
25,0.787,0.988
26,0.776,0.982
27,0.765,0.982
28,0.765,0.982
29,0.744,0.976
30,0.729,0.964
31,0.715,0.97
32,0.7,0.97
33,0.693,0.982
34,0.682,0.982
35,0.671,0.976
36,0.653,0.976
37,0.635,0.988
38,0.61,0.994
39,0.596,1.0
40,0.578,0.994
41,0.556,0.994
42,0.534,1.0
43,0.516,1.0
44,0.495,0.982
45,0.469,0.976
46,0.451,0.976
47,0.426,0.958
48,0.401,0.952
49,0.386,0.94
50,0.365,0.929
51,0.339,0.917
52,0.318,0.911
53,0.292,0.881
54,0.271,0.869
55,0.249,0.845
56,0.249,0.845
57,0.231,0.833
58,0.209,0.81
59,0.199,0.798
60,0.181,0.768
61,0.148,0.714
62,0.134,0.685
63,0.134,0.685
64,0.126,0.661
65,0.116,0.631
66,0.105,0.601
67,0.094,0.589
68,0.09,0.56
69,0.09,0.53
70,0.087,0.494
71,0.083,0.464
72,0.076,0.44
73,0.072,0.405
74,0.072,0.369
75,0.069,0.327
76,0.061,0.298
77,0.061,0.262
78,0.051,0.226
79,0.047,0.202
80,0.04,0.179
81,0.036,0.161
82,0.032,0.137
83,0.029,0.119
84,0.029,0.119
85,0.029,0.095
86,0.025,0.077
87,0.022,0.065
88,0.014,0.06
89,0.011,0.054
90,0.011,0.054
91,0.011,0.048
92,0.011,0.042
93,0.011,0.018
94,0.007,0.018
95,0.007,0.018
96,0.007,0.024
97,0.007,0.006
98,0.004,0.024
99,0.0,0.0
