Frame,x,y
0,0.133,0.67
1,0.121,0.707
2,0.121,0.723
3,0.121,0.691
4,0.139,0.743
5,0.15,0.759
6,0.15,0.759
7,0.179,0.738
8,0.179,0.723
9,0.168,0.723
10,0.191,0.77
11,0.225,0.702
12,0.225,0.702
13,0.277,0.707
14,0.335,0.639
15,0.405,0.576
16,0.468,0.545
17,0.52,0.487
18,0.538,0.487
19,0.595,0.408
20,0.63,0.335
21,0.647,0.288
22,0.642,0.241
23,0.659,0.136
24,0.624,0.079
25,0.59,0.037
26,0.543,0.016
27,0.468,0.0
28,0.387,0.005
29,0.312,0.026
30,0.243,0.063
31,0.173,0.11
32,0.121,0.152
33,0.081,0.199
34,0.052,0.246
35,0.017,0.325
36,0.0,0.403
37,0.0,0.471
38,0.006,0.565
39,0.029,0.644
40,0.029,0.644
41,0.098,0.707
42,0.162,0.759
43,0.231,0.78
44,0.295,0.764
45,0.306,0.754
46,0.41,0.848
47,0.445,0.822
48,0.555,0.859
49,0.624,0.848
50,0.705,0.827
51,0.78,0.806
52,0.844,0.775
53,0.908,0.733
54,0.954,0.675
55,0.994,0.607
56,1.0,0.529
57,0.983,0.471
58,0.948,0.419
59,0.884,0.372
60,0.832,0.34
61,0.763,0.33
62,0.734,0.298
63,0.647,0.304
64,0.63,0.272
65,0.59,0.277
66,0.549,0.288
67,0.474,0.33
68,0.474,0.33
69,0.486,0.361
70,0.428,0.393
71,0.335,0.497
72,0.306,0.545
73,0.358,0.55
74,0.324,0.618
75,0.324,0.618
76,0.283,0.67
77,0.306,0.733
78,0.399,0.733
79,0.393,0.848
80,0.422,0.901
81,0.445,0.927
82,0.468,0.942
83,0.503,0.974
84,0.532,0.984
85,0.561,0.995
86,0.595,1.0
87,0.59,1.0
88,0.59,0.995
89,0.584,0.99
90,0.584,0.984
91,0.584,0.974
92,0.584,0.969
93,0.59,0.963
94,0.578,0.948
95,0.578,0.942
96,0.578,0.942
97,0.578,0.932
98,0.578,0.921
99,0.59,0.911
