Frame,x,y
0,0.113,1.0
1,0.113,1.0
2,0.061,0.962
3,0.061,0.962
4,0.042,0.897
5,0.042,0.897
6,0.047,0.808
7,0.047,0.808
8,0.061,0.726
9,0.061,0.726
10,0.052,0.661
11,0.052,0.661
12,0.042,0.599
13,0.042,0.599
14,0.042,0.548
15,0.042,0.548
16,0.047,0.5
17,0.047,0.5
18,0.038,0.455
19,0.038,0.455
20,0.024,0.404
21,0.024,0.404
22,0.005,0.339
23,0.005,0.339
24,0.0,0.267
25,0.0,0.267
26,0.009,0.202
27,0.009,0.202
28,0.033,0.151
29,0.033,0.151
30,0.052,0.106
31,0.052,0.106
32,0.066,0.065
33,0.066,0.065
34,0.09,0.041
35,0.09,0.041
36,0.137,0.034
37,0.137,0.034
38,0.212,0.021
39,0.212,0.021
40,0.307,0.007
41,0.307,0.007
42,0.406,0.003
43,0.406,0.003
44,0.505,0.0
45,0.505,0.0
46,0.599,0.007
47,0.599,0.007
48,0.679,0.017
49,0.679,0.017
50,0.745,0.041
51,0.745,0.041
52,0.797,0.082
53,0.797,0.082
54,0.84,0.134
55,0.84,0.134
56,0.887,0.178
57,0.887,0.178
58,0.92,0.226
59,0.92,0.226
60,0.948,0.291
61,0.948,0.291
62,0.967,0.342
63,0.967,0.342
64,0.986,0.401
65,0.986,0.401
66,1.0,0.452
67,1.0,0.452
68,0.986,0.514
69,0.986,0.514
70,0.972,0.575
71,0.972,0.575
72,0.943,0.627
73,0.943,0.627
74,0.901,0.671
75,0.901,0.671
76,0.835,0.719
77,0.835,0.719
78,0.755,0.764
79,0.755,0.764
80,0.675,0.808
81,0.675,0.808
82,0.585,0.853
83,0.585,0.853
84,0.505,0.894
85,0.505,0.894
86,0.42,0.935
87,0.42,0.935
88,0.382,0.949
89,0.382,0.949
90,0.349,0.959
91,0.349,0.959
92,0.325,0.969
93,0.325,0.969
94,0.302,0.976
95,0.302,0.976
96,0.278,0.979
97,0.278,0.979
98,0.259,0.979
99,0.259,0.979
