Frame,x,y
0,1.0,1.0
1,0.993,0.942
2,0.985,0.971
3,0.993,0.978
4,0.993,0.942
5,0.993,0.986
6,0.993,0.986
7,1.0,0.928
8,0.985,0.928
9,0.978,0.942
10,0.963,0.957
11,0.934,0.928
12,0.89,0.914
13,0.86,0.921
14,0.831,0.942
15,0.787,0.921
16,0.75,0.921
17,0.706,0.921
18,0.662,0.921
19,0.625,0.921
20,0.596,0.942
21,0.544,0.921
22,0.515,0.921
23,0.485,0.95
24,0.419,0.921
25,0.382,0.928
26,0.353,0.921
27,0.324,0.906
28,0.294,0.921
29,0.272,0.928
30,0.243,0.935
31,0.221,0.942
32,0.206,0.95
33,0.184,0.957
34,0.184,0.957
35,0.162,0.957
36,0.154,0.957
37,0.154,0.957
38,0.154,0.95
39,0.169,0.964
40,0.169,0.95
41,0.176,0.935
42,0.191,0.921
43,0.213,0.906
44,0.228,0.878
45,0.25,0.863
46,0.287,0.835
47,0.324,0.791
48,0.36,0.748
49,0.419,0.698
50,0.449,0.655
51,0.485,0.604
52,0.515,0.554
53,0.537,0.511
54,0.559,0.511
55,0.581,0.46
56,0.603,0.475
57,0.625,0.453
58,0.632,0.388
59,0.669,0.403
60,0.699,0.367
61,0.699,0.367
62,0.713,0.331
63,0.735,0.317
64,0.757,0.23
65,0.787,0.209
66,0.801,0.122
67,0.816,0.108
68,0.816,0.108
69,0.838,0.05
70,0.831,0.065
71,0.846,0.022
72,0.846,0.058
73,0.853,0.0
74,0.846,0.036
75,0.838,0.029
76,0.816,0.007
77,0.816,0.043
78,0.794,0.022
79,0.787,0.05
80,0.757,0.036
81,0.735,0.022
82,0.713,0.086
83,0.654,0.072
84,0.61,0.05
85,0.551,0.05
86,0.5,0.05
87,0.449,0.058
88,0.397,0.058
89,0.353,0.058
90,0.316,0.065
91,0.279,0.072
92,0.235,0.079
93,0.199,0.079
94,0.162,0.086
95,0.103,0.094
96,0.103,0.094
97,0.066,0.094
98,0.029,0.094
99,0.0,0.101
