Frame,x,y
0,0.879,0.906
1,0.879,0.897
2,0.873,0.915
3,0.867,0.897
4,0.873,0.906
5,0.879,0.889
6,0.897,0.863
7,0.897,0.932
8,0.891,0.897
9,0.879,0.88
10,0.891,0.897
11,0.897,0.855
12,0.915,0.897
13,0.915,0.88
14,0.909,0.855
15,0.915,0.863
16,0.897,0.923
17,0.903,0.88
18,0.903,0.897
19,0.897,0.872
20,0.897,0.915
21,0.879,0.872
22,0.861,0.915
23,0.83,0.906
24,0.806,0.923
25,0.776,0.94
26,0.733,0.932
27,0.691,0.94
28,0.691,0.94
29,0.642,0.94
30,0.6,0.94
31,0.552,0.949
32,0.515,0.94
33,0.455,0.94
34,0.418,0.94
35,0.418,0.94
36,0.37,0.932
37,0.309,0.94
38,0.242,0.94
39,0.194,0.949
40,0.145,0.966
41,0.091,0.983
42,0.048,0.991
43,0.024,0.991
44,0.0,0.983
45,0.006,0.991
46,0.018,1.0
47,0.03,0.991
48,0.03,0.991
49,0.036,0.983
50,0.061,0.974
51,0.079,0.94
52,0.115,0.915
53,0.164,0.889
54,0.212,0.838
55,0.279,0.803
56,0.279,0.803
57,0.418,0.701
58,0.467,0.65
59,0.509,0.598
60,0.57,0.538
61,0.642,0.504
62,0.709,0.427
63,0.709,0.427
64,0.758,0.385
65,0.812,0.308
66,0.855,0.231
67,0.903,0.197
68,0.933,0.162
69,0.958,0.12
70,0.982,0.12
71,0.988,0.103
72,1.0,0.094
73,1.0,0.043
74,1.0,0.06
75,0.988,0.06
76,0.976,0.043
77,0.982,0.034
78,0.964,0.026
79,0.958,0.017
80,0.939,0.051
81,0.915,0.017
82,0.885,0.06
83,0.861,0.043
84,0.824,0.043
85,0.794,0.026
86,0.758,0.0
87,0.721,0.043
88,0.685,0.026
89,0.642,0.017
90,0.642,0.017
91,0.594,0.017
92,0.539,0.017
93,0.455,0.009
94,0.412,0.009
95,0.376,0.009
96,0.345,0.017
97,0.345,0.017
98,0.315,0.026
99,0.279,0.017
