Frame,x,y
0,0.022,0.093
1,0.017,0.087
2,0.017,0.093
3,0.017,0.087
4,0.022,0.08
5,0.017,0.08
6,0.017,0.08
7,0.011,0.08
8,0.011,0.08
9,0.006,0.08
10,0.006,0.08
11,0.006,0.08
12,0.006,0.08
13,0.006,0.08
14,0.006,0.08
15,0.006,0.08
16,0.006,0.08
17,0.006,0.073
18,0.011,0.08
19,0.017,0.08
20,0.022,0.08
21,0.039,0.08
22,0.056,0.08
23,0.094,0.08
24,0.144,0.08
25,0.211,0.067
26,0.278,0.06
27,0.339,0.053
28,0.417,0.033
29,0.489,0.02
30,0.556,0.007
31,0.622,0.007
32,0.672,0.007
33,0.722,0.007
34,0.75,0.0
35,0.756,0.0
36,0.756,0.0
37,0.756,0.0
38,0.756,0.007
39,0.75,0.013
40,0.756,0.007
41,0.761,0.013
42,0.761,0.013
43,0.761,0.013
44,0.75,0.02
45,0.739,0.027
46,0.7,0.053
47,0.672,0.087
48,0.628,0.127
49,0.628,0.127
50,0.561,0.167
51,0.483,0.267
52,0.378,0.387
53,0.317,0.48
54,0.261,0.553
55,0.211,0.633
56,0.156,0.713
57,0.106,0.8
58,0.061,0.847
59,0.044,0.88
60,0.028,0.907
61,0.017,0.927
62,0.011,0.933
63,0.011,0.94
64,0.006,0.94
65,0.006,0.947
66,0.0,0.953
67,0.0,0.96
68,0.006,0.96
69,0.011,0.953
70,0.028,0.94
71,0.039,0.933
72,0.067,0.92
73,0.1,0.913
74,0.139,0.907
75,0.178,0.907
76,0.222,0.907
77,0.222,0.907
78,0.278,0.907
79,0.344,0.907
80,0.417,0.913
81,0.478,0.933
82,0.628,0.94
83,0.711,0.953
84,0.711,0.953
85,0.772,0.96
86,0.828,0.98
87,0.878,0.993
88,0.922,1.0
89,0.961,1.0
90,0.967,0.993
91,0.961,1.0
92,0.978,0.993
93,1.0,0.987
94,0.994,0.98
95,0.967,0.973
96,0.967,0.96
97,0.978,0.94
98,0.983,0.913
99,0.978,0.887
