Frame,x,y
0,0.047,0.006
1,0.047,0.006
2,0.047,0.006
3,0.047,0.006
4,0.047,0.006
5,0.042,0.0
6,0.042,0.0
7,0.042,0.006
8,0.042,0.006
9,0.042,0.006
10,0.032,0.006
11,0.042,0.006
12,0.042,0.006
13,0.042,0.006
14,0.042,0.0
15,0.032,0.0
16,0.011,0.006
17,0.011,0.013
18,0.021,0.006
19,0.042,0.006
20,0.037,0.006
21,0.026,0.006
22,0.037,0.019
23,0.063,0.026
24,0.089,0.019
25,0.121,0.026
26,0.153,0.019
27,0.2,0.019
28,0.263,0.013
29,0.311,0.006
30,0.353,0.006
31,0.411,0.019
32,0.463,0.019
33,0.463,0.019
34,0.526,0.013
35,0.568,0.013
36,0.579,0.019
37,0.616,0.032
38,0.653,0.032
39,0.684,0.039
40,0.684,0.039
41,0.726,0.032
42,0.758,0.032
43,0.774,0.032
44,0.763,0.032
45,0.742,0.039
46,0.737,0.058
47,0.726,0.071
48,0.695,0.104
49,0.663,0.136
50,0.621,0.195
51,0.574,0.253
52,0.511,0.312
53,0.442,0.39
54,0.384,0.461
55,0.342,0.532
56,0.3,0.591
57,0.253,0.649
58,0.205,0.714
59,0.153,0.773
60,0.126,0.831
61,0.105,0.87
62,0.095,0.883
63,0.074,0.903
64,0.063,0.929
65,0.047,0.955
66,0.037,0.968
67,0.037,0.974
68,0.037,0.974
69,0.021,0.987
70,0.0,1.0
71,0.011,1.0
72,0.016,0.987
73,0.032,0.974
74,0.032,0.974
75,0.047,0.955
76,0.074,0.948
77,0.105,0.942
78,0.142,0.922
79,0.195,0.922
80,0.247,0.929
81,0.311,0.942
82,0.363,0.955
83,0.447,0.968
84,0.526,0.968
85,0.616,0.981
86,0.7,0.981
87,0.768,0.994
88,0.811,0.987
89,0.842,0.987
90,0.884,1.0
91,0.921,1.0
92,0.942,0.987
93,0.958,0.974
94,0.974,0.974
95,0.989,0.968
96,1.0,0.961
97,0.989,0.955
98,0.979,0.942
99,0.963,0.916
