Frame,x,y
0,0.117,0.02
1,0.102,0.027
2,0.092,0.027
3,0.097,0.027
4,0.097,0.027
5,0.092,0.027
6,0.092,0.034
7,0.087,0.041
8,0.097,0.034
9,0.092,0.034
10,0.092,0.034
11,0.092,0.034
12,0.097,0.027
13,0.102,0.027
14,0.107,0.027
15,0.112,0.034
16,0.121,0.027
17,0.136,0.027
18,0.146,0.027
19,0.17,0.027
20,0.194,0.02
21,0.218,0.014
22,0.238,0.007
23,0.248,0.007
24,0.272,0.014
25,0.306,0.014
26,0.34,0.014
27,0.369,0.007
28,0.403,0.014
29,0.447,0.027
30,0.481,0.02
31,0.515,0.027
32,0.553,0.027
33,0.583,0.027
34,0.607,0.034
35,0.631,0.034
36,0.66,0.041
37,0.704,0.027
38,0.704,0.027
39,0.743,0.02
40,0.777,0.027
41,0.84,0.02
42,0.869,0.014
43,0.893,0.007
44,0.908,0.0
45,0.908,0.0
46,0.908,0.007
47,0.888,0.02
48,0.869,0.041
49,0.85,0.061
50,0.825,0.088
51,0.791,0.115
52,0.757,0.142
53,0.718,0.176
54,0.665,0.216
55,0.612,0.257
56,0.529,0.324
57,0.461,0.378
58,0.413,0.432
59,0.354,0.493
60,0.291,0.574
61,0.238,0.662
62,0.184,0.757
63,0.141,0.824
64,0.112,0.865
65,0.087,0.912
66,0.053,0.946
67,0.019,0.973
68,0.0,0.993
69,0.0,1.0
70,0.005,1.0
71,0.019,0.993
72,0.039,0.98
73,0.039,0.98
74,0.063,0.973
75,0.087,0.959
76,0.117,0.946
77,0.18,0.953
78,0.214,0.959
79,0.214,0.959
80,0.257,0.966
81,0.301,0.973
82,0.354,0.986
83,0.422,0.98
84,0.485,0.966
85,0.539,0.966
86,0.602,0.973
87,0.665,0.973
88,0.714,0.973
89,0.767,0.966
90,0.816,0.966
91,0.845,0.966
92,0.879,0.959
93,0.908,0.959
94,0.917,0.953
95,0.922,0.939
96,0.942,0.932
97,0.966,0.919
98,0.985,0.912
99,1.0,0.905
