Frame,x,y
0,0.044,0.055
1,0.039,0.061
2,0.039,0.055
3,0.039,0.048
4,0.039,0.055
5,0.033,0.055
6,0.033,0.055
7,0.033,0.048
8,0.033,0.048
9,0.033,0.055
10,0.033,0.055
11,0.033,0.061
12,0.033,0.055
13,0.039,0.055
14,0.05,0.048
15,0.05,0.048
16,0.066,0.042
17,0.083,0.03
18,0.116,0.024
19,0.16,0.012
20,0.199,0.006
21,0.232,0.0
22,0.271,0.012
23,0.315,0.018
24,0.354,0.018
25,0.387,0.018
26,0.425,0.024
27,0.47,0.024
28,0.503,0.03
29,0.53,0.03
30,0.564,0.042
31,0.597,0.048
32,0.635,0.048
33,0.685,0.048
34,0.724,0.048
35,0.751,0.048
36,0.751,0.048
37,0.796,0.055
38,0.845,0.061
39,0.862,0.061
40,0.862,0.061
41,0.851,0.073
42,0.84,0.073
43,0.84,0.073
44,0.823,0.073
45,0.812,0.091
46,0.79,0.115
47,0.757,0.152
48,0.729,0.188
49,0.685,0.23
50,0.641,0.279
51,0.586,0.327
52,0.53,0.37
53,0.486,0.418
54,0.442,0.461
55,0.403,0.515
56,0.354,0.564
57,0.282,0.624
58,0.21,0.703
59,0.144,0.77
60,0.099,0.824
61,0.077,0.855
62,0.061,0.879
63,0.033,0.903
64,0.006,0.927
65,0.0,0.939
66,0.022,0.952
67,0.028,0.945
68,0.033,0.939
69,0.05,0.933
70,0.061,0.933
71,0.061,0.933
72,0.083,0.927
73,0.11,0.927
74,0.171,0.909
75,0.21,0.909
76,0.254,0.921
77,0.254,0.921
78,0.315,0.921
79,0.381,0.927
80,0.459,0.921
81,0.541,0.933
82,0.608,0.945
83,0.674,0.964
84,0.751,0.994
85,0.801,1.0
86,0.834,0.994
87,0.867,0.988
88,0.923,0.982
89,0.967,0.976
90,0.983,0.964
91,0.967,0.952
92,0.961,0.939
93,0.983,0.933
94,1.0,0.921
95,1.0,0.903
96,0.983,0.891
97,0.983,0.879
98,0.994,0.873
99,0.994,0.861
