Frame,x,y
0,0.04,0.04
1,0.027,0.032
2,0.027,0.032
3,0.027,0.032
4,0.02,0.032
5,0.013,0.032
6,0.007,0.04
7,0.007,0.04
8,0.007,0.04
9,0.007,0.04
10,0.007,0.04
11,0.0,0.048
12,0.0,0.04
13,0.0,0.04
14,0.013,0.04
15,0.02,0.048
16,0.04,0.04
17,0.073,0.04
18,0.113,0.032
19,0.173,0.024
20,0.247,0.024
21,0.32,0.016
22,0.38,0.008
23,0.433,0.024
24,0.48,0.024
25,0.527,0.016
26,0.56,0.0
27,0.613,0.016
28,0.66,0.016
29,0.693,0.016
30,0.72,0.024
31,0.733,0.024
32,0.747,0.016
33,0.767,0.016
34,0.767,0.016
35,0.767,0.016
36,0.773,0.024
37,0.773,0.032
38,0.747,0.048
39,0.72,0.063
40,0.687,0.095
41,0.687,0.095
42,0.653,0.143
43,0.613,0.214
44,0.547,0.286
45,0.48,0.373
46,0.4,0.468
47,0.313,0.563
48,0.247,0.627
49,0.22,0.698
50,0.173,0.762
51,0.133,0.833
52,0.08,0.873
53,0.06,0.889
54,0.047,0.905
55,0.027,0.929
56,0.02,0.937
57,0.033,0.944
58,0.04,0.944
59,0.047,0.937
60,0.053,0.929
61,0.067,0.937
62,0.08,0.929
63,0.093,0.913
64,0.113,0.913
65,0.147,0.913
66,0.193,0.913
67,0.233,0.913
68,0.26,0.905
69,0.26,0.905
70,0.293,0.913
71,0.367,0.913
72,0.52,0.913
73,0.587,0.921
74,0.66,0.944
75,0.66,0.944
76,0.733,0.952
77,0.8,0.976
78,0.86,0.984
79,0.9,0.984
80,0.94,1.0
81,0.96,1.0
82,0.987,0.992
83,1.0,0.984
84,0.98,0.984
85,0.967,0.976
86,0.973,0.96
87,0.98,0.952
88,0.967,0.929
89,0.96,0.913
90,0.953,0.881
91,0.96,0.841
92,0.96,0.794
93,0.947,0.754
94,0.92,0.714
95,0.907,0.667
96,0.913,0.659
97,0.913,0.667
98,0.9,0.659
99,0.907,0.659
