Frame,x,y
0,0.188,0.092
1,0.188,0.092
2,0.193,0.08
3,0.188,0.08
4,0.188,0.086
5,0.188,0.08
6,0.188,0.074
7,0.182,0.074
8,0.182,0.086
9,0.182,0.086
10,0.188,0.08
11,0.188,0.074
12,0.188,0.074
13,0.193,0.074
14,0.193,0.08
15,0.193,0.067
16,0.198,0.074
17,0.203,0.067
18,0.214,0.067
19,0.229,0.067
20,0.255,0.055
21,0.281,0.049
22,0.307,0.043
23,0.344,0.043
24,0.344,0.043
25,0.385,0.031
26,0.427,0.025
27,0.458,0.012
28,0.495,0.012
29,0.604,0.006
30,0.604,0.006
31,0.656,0.0
32,0.724,0.0
33,0.776,0.012
34,0.812,0.006
35,0.844,0.006
36,0.865,0.006
37,0.875,0.006
38,0.906,0.018
39,0.948,0.018
40,0.984,0.025
41,1.0,0.025
42,1.0,0.037
43,0.995,0.037
44,0.99,0.043
45,0.979,0.049
46,0.964,0.061
47,0.938,0.074
48,0.906,0.092
49,0.87,0.129
50,0.839,0.16
51,0.839,0.16
52,0.802,0.19
53,0.682,0.282
54,0.594,0.344
55,0.526,0.423
56,0.448,0.497
57,0.391,0.564
58,0.391,0.564
59,0.328,0.62
60,0.292,0.675
61,0.229,0.724
62,0.167,0.791
63,0.109,0.847
64,0.068,0.896
65,0.042,0.926
66,0.021,0.945
67,0.005,0.963
68,0.0,0.969
69,0.005,0.969
70,0.021,0.963
71,0.036,0.951
72,0.057,0.933
73,0.078,0.926
74,0.104,0.92
75,0.135,0.92
76,0.161,0.908
77,0.193,0.908
78,0.224,0.908
79,0.276,0.914
80,0.328,0.92
81,0.391,0.92
82,0.458,0.926
83,0.531,0.945
84,0.604,0.951
85,0.672,0.963
86,0.672,0.963
87,0.729,0.969
88,0.771,0.969
89,0.828,0.969
90,0.875,0.982
91,0.906,0.982
92,0.906,0.982
93,0.938,0.988
94,0.948,0.988
95,0.953,0.994
96,0.969,1.0
97,0.99,1.0
98,0.995,1.0
99,0.979,1.0
