Frame,x,y
0,0.019,0.014
1,0.019,0.014
2,0.013,0.014
3,0.013,0.007
4,0.013,0.02
5,0.006,0.014
6,0.013,0.014
7,0.013,0.02
8,0.006,0.02
9,0.006,0.02
10,0.006,0.02
11,0.006,0.02
12,0.006,0.02
13,0.019,0.02
14,0.019,0.014
15,0.019,0.014
16,0.045,0.014
17,0.11,0.014
18,0.155,0.007
19,0.2,0.0
20,0.265,0.02
21,0.335,0.041
22,0.335,0.041
23,0.387,0.041
24,0.432,0.027
25,0.477,0.02
26,0.516,0.014
27,0.555,0.014
28,0.6,0.014
29,0.626,0.007
30,0.658,0.007
31,0.703,0.007
32,0.755,0.007
33,0.8,0.007
34,0.832,0.007
35,0.852,0.0
36,0.871,0.0
37,0.916,0.007
38,0.961,0.014
39,0.994,0.014
40,1.0,0.014
41,1.0,0.014
42,1.0,0.014
43,0.987,0.02
44,0.981,0.027
45,0.961,0.027
46,0.942,0.034
47,0.916,0.054
48,0.89,0.061
49,0.852,0.095
50,0.852,0.095
51,0.8,0.122
52,0.761,0.17
53,0.658,0.272
54,0.6,0.34
55,0.548,0.401
56,0.548,0.401
57,0.49,0.469
58,0.445,0.531
59,0.387,0.585
60,0.348,0.633
61,0.31,0.701
62,0.271,0.748
63,0.239,0.782
64,0.194,0.816
65,0.155,0.85
66,0.123,0.878
67,0.097,0.912
68,0.071,0.946
69,0.032,0.966
70,0.026,0.993
71,0.019,0.993
72,0.006,0.993
73,0.0,1.0
74,0.006,1.0
75,0.026,0.993
76,0.045,0.986
77,0.071,0.98
78,0.097,0.973
79,0.129,0.959
80,0.174,0.946
81,0.219,0.939
82,0.258,0.932
83,0.31,0.939
84,0.31,0.939
85,0.374,0.946
86,0.432,0.952
87,0.471,0.959
88,0.51,0.952
89,0.606,0.959
90,0.652,0.952
91,0.652,0.952
92,0.703,0.973
93,0.742,0.966
94,0.781,0.966
95,0.826,0.973
96,0.865,0.973
97,0.897,0.973
98,0.923,0.98
99,0.961,0.98
